Brand,Force,Year,EngineV,Price_euro
Renault,3.06,1987,1.4,1150
Renault,3.76,2008,1.46,5800
Renault,4.12,2016,1.5,13301
Renault,4.12,2016,1.5,13321
Renault,4.19,2016,1.5,15635
Renault,4.2,2016,1.5,15672
Renault,4.2,2016,1.5,15820
Renault,4.27,2016,1.5,18456
Renault,4.28,2016,1.5,18933
Renault,4.28,2016,1.5,18988
Renault,4.29,2016,1.5,19692
Renault,4.32,2016,1.5,20996
Renault,4.24,2016,1.5,17500
BMW,4.53,2015,1.5,33500
Renault,4.3,2015,1.5,20007
Renault,4.18,2014,1.5,15000
Renault,4.01,2014,1.5,10200
Renault,4.08,2014,1.5,11999
Renault,3.92,2014,1.5,8250
Renault,3.89,2014,1.5,7750
Renault,3.98,2014,1.5,9500
Renault,4.16,2014,1.5,14500
Renault,3.93,2014,1.5,8499
Renault,3.9,2014,1.5,7899
Renault,3.92,2014,1.5,8300
Renault,3.93,2014,1.5,8550
Renault,3.7,2013,1.5,5000
Renault,3.88,2013,1.5,7500
Renault,4.17,2013,1.5,14700
Renault,3.84,2013,1.5,6900
Renault,4.01,2013,1.5,10200
Renault,4.14,2013,1.5,13900
Renault,3.9,2013,1.5,7999
Renault,4.02,2013,1.5,10499
Renault,3.88,2013,1.5,7600
Renault,3.83,2013,1.5,6800
Renault,3.85,2013,1.5,7100
Renault,3.89,2013,1.5,7800
Renault,4.05,2013,1.5,11300
Renault,3.9,2013,1.5,7900
Renault,4.01,2013,1.5,10200
Renault,3.93,2013,1.5,8500
Renault,4.13,2013,1.5,13600
Renault,3.89,2013,1.5,7800
Renault,3.85,2013,1.5,7100
Renault,4.13,2013,1.5,13400
Renault,3.86,2012,1.5,7200
Renault,3.8,2012,1.5,6299
Renault,3.86,2012,1.5,7200
Renault,3.93,2012,1.5,8600
Renault,4.09,2012,1.5,12179
Renault,3.93,2012,1.5,8600
Renault,3.86,2012,1.5,7200
Renault,3.83,2012,1.5,6700
Renault,3.83,2012,1.5,6750
Renault,3.99,2012,1.5,9700
Renault,3.83,2012,1.5,6700
Renault,3.83,2012,1.5,6800
Renault,3.87,2012,1.5,7400
Renault,3.86,2012,1.5,7200
Renault,3.86,2012,1.5,7300
Renault,3.89,2012,1.5,7700
Renault,4.04,2012,1.5,11000
Renault,3.89,2012,1.5,7700
Renault,3.93,2012,1.5,8500
Renault,4.12,2012,1.5,13300
Renault,3.77,2012,1.5,5950
Renault,3.81,2012,1.5,6400
Renault,4.08,2012,1.5,12000
Toyota,3.91,2012,1.5,8200
Renault,3.83,2012,1.5,6750
Renault,3.83,2012,1.5,6799
Renault,3.84,2012,1.5,6900
Renault,3.92,2012,1.5,8350
Renault,3.85,2012,1.5,7150
Renault,3.86,2012,1.5,7200
Renault,3.81,2012,1.5,6450
Renault,3.87,2012,1.5,7440
Renault,4.02,2012,1.5,10500
Renault,3.88,2012,1.5,7650
Renault,3.86,2012,1.5,7300
Renault,3.83,2012,1.5,6750
Renault,4.05,2012,1.5,11100
Renault,4.07,2012,1.5,11700
Renault,3.87,2012,1.5,7400
Renault,4.05,2012,1.5,11200
Renault,3.83,2012,1.5,6700
Renault,4.02,2012,1.5,10500
Renault,4.05,2012,1.5,11200
Renault,4.06,2012,1.5,11600
Renault,3.83,2012,1.5,6800
Renault,4.06,2012,1.5,11500
Renault,4.06,2012,1.5,11500
Renault,4.04,2012,1.5,10900
Renault,4.07,2012,1.5,11700
Renault,4.07,2012,1.5,11800
Renault,3.8,2012,1.5,6300
Renault,4.04,2012,1.5,10900
Renault,4.05,2012,1.5,11100
Renault,3.82,2012,1.5,6600
Renault,3.81,2012,1.5,6500
Renault,4.08,2012,1.5,11999
Renault,4.03,2012,1.5,10799
Renault,4.13,2012,1.5,13500
Renault,4.04,2012,1.5,10999
Renault,4.06,2012,1.5,11500
Toyota,3.99,2011,1.5,9800
Toyota,4.02,2011,1.5,10500
Toyota,3.92,2011,1.5,8260
Renault,4.08,2011,1.5,11900
Toyota,3.9,2011,1.5,7999
Renault,3.92,2011,1.5,8400
Renault,4.07,2011,1.5,11700
Renault,4.02,2011,1.5,10500
Renault,3.97,2011,1.5,9300
Renault,4.03,2011,1.5,10600
Renault,3.81,2011,1.5,6500
Renault,3.92,2011,1.5,8300
Renault,4.11,2011,1.5,12800
Renault,4.04,2011,1.5,11000
Renault,3.82,2011,1.5,6600
Renault,4.03,2011,1.5,10750
Renault,3.8,2011,1.5,6300
Renault,4.1,2011,1.5,12500
Renault,4.01,2011,1.5,10200
Renault,4.05,2011,1.5,11300
Renault,4.06,2011,1.5,11500
Renault,3.96,2011,1.5,9100
Renault,4.08,2011,1.5,11950
Renault,4.04,2011,1.5,10950
Renault,3.97,2011,1.5,9300
Renault,3.98,2011,1.5,9600
Renault,4.05,2011,1.5,11300
Renault,4.02,2011,1.5,10500
Renault,4.02,2011,1.5,10500
Renault,4.02,2011,1.5,10500
Renault,3.81,2011,1.5,6450
Renault,4.05,2011,1.5,11111
Renault,4.02,2011,1.5,10500
Toyota,4.07,2010,1.5,11800
Toyota,4.07,2010,1.5,11700
Toyota,3.97,2010,1.5,9350
Toyota,3.92,2010,1.5,8350
Renault,3.94,2010,1.5,8700
Renault,4,2010,1.5,9999
Renault,3.86,2010,1.5,7199
Renault,3.9,2010,1.5,7900
Renault,3.72,2010,1.5,5300
Renault,3.96,2010,1.5,9200
Renault,4.06,2010,1.5,11500
Renault,3.95,2010,1.5,9000
Renault,3.73,2010,1.5,5400
Renault,3.86,2010,1.5,7300
Renault,3.89,2010,1.5,7850
Renault,3.91,2010,1.5,8200
Renault,3.83,2010,1.5,6700
Renault,3.97,2010,1.5,9250
Toyota,3.9,2009,1.5,8000
Toyota,3.92,2009,1.5,8400
Renault,3.81,2009,1.5,6450
Renault,3.95,2009,1.5,8999
Renault,3.98,2009,1.5,9500
Renault,3.88,2009,1.5,7499
Renault,3.94,2009,1.5,8700
Renault,3.88,2009,1.5,7500
Renault,3.95,2009,1.5,9000
Renault,3.97,2009,1.5,9300
Renault,3.86,2009,1.5,7300
Renault,3.92,2009,1.5,8300
Renault,3.85,2009,1.5,6999
Renault,4.02,2009,1.5,10500
Toyota,3.96,2008,1.5,9200
Renault,3.8,2008,1.5,6300
Toyota,3.94,2008,1.5,8700
Renault,3.9,2008,1.5,7900
Toyota,3.8,2008,1.5,6300
Toyota,3.93,2008,1.5,8500
Renault,3.75,2008,1.5,5600
Renault,3.85,2008,1.5,7150
Renault,3.89,2008,1.5,7800
Toyota,3.88,2008,1.5,7650
Toyota,3.93,2008,1.5,8500
Toyota,3.89,2008,1.5,7700
Renault,3.9,2008,1.5,7999
Renault,4,2008,1.5,9999
Renault,3.8,2008,1.5,6300
Renault,3.86,2008,1.5,7300
Renault,3.85,2008,1.5,7100
Renault,3.98,2008,1.5,9450
Renault,3.66,2008,1.5,4600
Renault,3.9,2008,1.5,7900
Renault,3.65,2007,1.5,4500
Audi,4.07,2007,1.5,11700
Toyota,3.85,2007,1.5,6999
Renault,3.79,2007,1.5,6200
Toyota,3.88,2007,1.5,7500
Renault,3.76,2007,1.5,5800
Renault,3.76,2007,1.5,5800
Renault,3.92,2007,1.5,8300
Renault,3.76,2007,1.5,5700
Renault,3.86,2007,1.5,7300
Renault,3.87,2007,1.5,7400
Renault,3.89,2007,1.5,7700
Renault,3.66,2007,1.5,4600
Renault,3.87,2007,1.5,7400
Renault,3.7,2007,1.5,4999
Renault,3.75,2006,1.5,5600
Renault,3.9,2006,1.5,7999
Renault,3.75,2006,1.5,5600
Renault,3.71,2006,1.5,5100
Renault,3.86,2006,1.5,7300
Renault,3.85,2006,1.5,6999
Renault,3.69,2006,1.5,4900
Renault,3.82,2006,1.5,6650
Renault,3.85,2005,1.5,7150
Toyota,4.01,2005,1.5,10200
Audi,3.95,2005,1.5,8900
Renault,3.74,2005,1.5,5500
Renault,3.88,2005,1.5,7500
Renault,3.77,2005,1.5,5900
Renault,3.82,2005,1.5,6555
Renault,3.77,2005,1.5,5950
Renault,3.8,2005,1.5,6300
Renault,3.81,2005,1.5,6400
Renault,3.85,2005,1.5,7000
Renault,3.82,2005,1.5,6650
Renault,3.52,2005,1.5,3300
Renault,3.52,2005,1.5,3300
Renault,3.77,2005,1.5,5950
Renault,3.85,2005,1.5,7000
Renault,3.83,2004,1.5,6750
Renault,3.69,2004,1.5,4950
Renault,3.81,2004,1.5,6500
Renault,3.64,2004,1.5,4350
Renault,3.64,2004,1.5,4350
Renault,3.83,2004,1.5,6750
Renault,3.62,2004,1.5,4200
Renault,3.64,2004,1.5,4400
Renault,3.86,2004,1.5,7200
Renault,3.78,2004,1.5,6000
Renault,3.65,2004,1.5,4500
Renault,3.63,2003,1.5,4300
Renault,3.67,2003,1.5,4700
Renault,3.67,2003,1.5,4650
Renault,3.66,2003,1.5,4599
Renault,3.65,2003,1.5,4500
Renault,3.48,2003,1.5,2999
Renault,3.7,2003,1.5,5000
Renault,3.63,2003,1.5,4299
Toyota,2.78,1979,1.5,600
Toyota,3.88,2003,1.59,7500
Renault,4.08,2016,1.6,12114
Renault,4.12,2016,1.6,13301
Renault,4.14,2016,1.6,13894
Renault,4.15,2016,1.6,13972
Renault,4.16,2016,1.6,14500
Toyota,4.22,2016,1.6,16673
Renault,4.23,2016,1.6,16999
Renault,4.24,2016,1.6,17191
Toyota,4.32,2016,1.6,20711
Renault,4.38,2016,1.6,23999
Renault,4.38,2016,1.6,23999
Renault,4.38,2016,1.6,23999
Renault,4.39,2016,1.6,24300
Renault,4.4,2016,1.6,24900
Renault,4.4,2016,1.6,24900
Renault,4.46,2016,1.6,28660
Renault,4.46,2016,1.6,28793
Audi,4.67,2016,1.6,47000
Audi,4.76,2016,1.6,57000
Audi,4.81,2016,1.6,65000
Renault,4.33,2016,1.6,21500
Renault,4.39,2016,1.6,24800
Renault,4.38,2016,1.6,24000
Renault,4.28,2016,1.6,19100
Renault,4.04,2015,1.6,10974
Renault,4.08,2015,1.6,11962
Renault,4.31,2015,1.6,20478
Renault,4.38,2015,1.6,24194
Audi,4.65,2015,1.6,45000
Renault,4.27,2015,1.6,18600
Audi,4.58,2015,1.6,38200
Renault,4.07,2014,1.6,11819
Audi,4.55,2014,1.6,35300
Renault,4.13,2014,1.6,13500
Toyota,4.23,2014,1.6,16900
Toyota,4.3,2014,1.6,19900
Toyota,4.25,2014,1.6,17700
Toyota,4.26,2014,1.6,18300
Audi,4.6,2014,1.6,39500
Toyota,4.25,2014,1.6,17900
Audi,4.58,2014,1.6,38000
Toyota,4.24,2014,1.6,17500
Renault,3.98,2014,1.6,9599
Renault,4.01,2014,1.6,10200
Renault,3.99,2014,1.6,9800
Audi,5,2013,1.6,99000
Toyota,4.26,2013,1.6,18100
Audi,4.5,2013,1.6,31600
BMW,4.34,2013,1.6,22100
Toyota,4.24,2013,1.6,17200
Renault,3.95,2013,1.6,9000
Renault,4.06,2013,1.6,11500
Toyota,4.17,2013,1.6,14850
Toyota,4.09,2013,1.6,12400
Renault,3.95,2013,1.6,9000
Toyota,4.16,2013,1.6,14300
Audi,4.47,2013,1.6,29500
Renault,4.03,2013,1.6,10650
Toyota,4.07,2013,1.6,11750
Toyota,4.27,2013,1.6,18600
BMW,4.32,2013,1.6,21000
Toyota,4.07,2013,1.6,11750
Renault,4,2013,1.6,10000
Toyota,4.17,2013,1.6,14700
Renault,4.27,2013,1.6,18800
Renault,3.94,2013,1.6,8650
Renault,3.95,2013,1.6,8900
Renault,4.15,2013,1.6,13995
Renault,4,2013,1.6,9900
Renault,3.95,2013,1.6,8950
Renault,4.02,2013,1.6,10500
Renault,4.1,2013,1.6,12500
Renault,3.94,2012,1.6,8750
Toyota,4.1,2012,1.6,12500
Renault,3.9,2012,1.6,8000
Toyota,4.06,2012,1.6,11450
Renault,3.95,2012,1.6,8900
Renault,4.17,2012,1.6,14800
Renault,4.02,2012,1.6,10500
Toyota,4.15,2012,1.6,14100
Renault,4.03,2012,1.6,10600
Renault,4.02,2012,1.6,10400
Toyota,4.14,2012,1.6,13900
Renault,3.94,2012,1.6,8800
Renault,3.98,2012,1.6,9500
Renault,3.98,2012,1.6,9500
Toyota,4.14,2012,1.6,13900
Renault,3.94,2012,1.6,8800
Renault,4.04,2012,1.6,10999
Renault,3.93,2012,1.6,8499
Renault,3.91,2012,1.6,8200
Renault,4.04,2012,1.6,10999
Renault,4.04,2012,1.6,11000
Renault,3.95,2012,1.6,9000
Renault,3.99,2012,1.6,9800
Renault,3.95,2012,1.6,8950
Renault,3.95,2012,1.6,8950
Renault,4.03,2012,1.6,10800
Renault,3.98,2012,1.6,9555
Renault,4.03,2012,1.6,10600
Renault,4.03,2012,1.6,10800
Renault,4.03,2012,1.6,10777
Renault,4,2012,1.6,10000
Renault,4.1,2012,1.6,12700
Renault,4,2012,1.6,9999
Renault,4.17,2012,1.6,14900
Renault,4.02,2012,1.6,10500
Renault,4,2012,1.6,9900
Renault,3.95,2012,1.6,8950
Renault,3.92,2011,1.6,8350
Renault,4.26,2011,1.6,18000
Renault,3.94,2011,1.6,8700
Renault,3.81,2011,1.6,6400
Renault,3.95,2011,1.6,9000
Renault,4,2011,1.6,10000
Renault,4.08,2011,1.6,12000
Renault,3.98,2011,1.6,9500
Renault,4,2011,1.6,9900
Renault,3.93,2011,1.6,8500
Renault,4.02,2011,1.6,10400
Renault,3.98,2011,1.6,9600
Renault,3.98,2011,1.6,9600
Toyota,4.06,2011,1.6,11500
Renault,4.1,2011,1.6,12500
Renault,3.95,2011,1.6,8999
Renault,4.11,2011,1.6,12900
Renault,3.95,2011,1.6,9000
Renault,3.92,2011,1.6,8400
Renault,4.11,2011,1.6,12900
Renault,3.98,2011,1.6,9600
Toyota,4.11,2011,1.6,12800
Renault,4.1,2011,1.6,12700
Renault,4.11,2011,1.6,12800
Renault,3.93,2011,1.6,8599
Renault,4.17,2011,1.6,14900
Renault,4,2011,1.6,9900
Renault,3.95,2011,1.6,9000
Renault,4,2011,1.6,9990
Renault,3.99,2011,1.6,9800
Renault,3.93,2011,1.6,8500
Renault,3.97,2011,1.6,9300
Renault,3.88,2011,1.6,7500
Toyota,4.14,2010,1.6,13850
Renault,4.11,2010,1.6,12999
Renault,3.99,2010,1.6,9800
Renault,3.96,2010,1.6,9200
Renault,4.11,2010,1.6,12900
BMW,4.08,2010,1.6,12090
Renault,3.91,2010,1.6,8200
Renault,4.08,2010,1.6,11999
Toyota,4.06,2009,1.6,11600
Toyota,3.99,2009,1.6,9800
Toyota,3.98,2009,1.6,9500
Renault,3.88,2009,1.6,7500
Renault,4.08,2009,1.6,11900
Renault,3.92,2009,1.6,8300
Toyota,3.94,2008,1.6,8700
Toyota,3.88,2008,1.6,7500
Renault,3.91,2008,1.6,8200
Toyota,4,2008,1.6,10100
Toyota,3.95,2008,1.6,8900
Toyota,3.96,2008,1.6,9150
Toyota,4.02,2008,1.6,10400
Toyota,3.98,2008,1.6,9500
Renault,3.88,2008,1.6,7600
Toyota,3.99,2008,1.6,9800
Renault,3.89,2008,1.6,7700
Toyota,3.98,2008,1.6,9500
Toyota,4,2008,1.6,9950
Toyota,4.01,2008,1.6,10300
Toyota,3.86,2008,1.6,7300
Toyota,3.95,2008,1.6,8900
Toyota,3.96,2008,1.6,9200
Toyota,3.95,2008,1.6,8950
Toyota,3.86,2008,1.6,7300
Toyota,3.84,2008,1.6,6900
Toyota,3.93,2008,1.6,8600
Renault,3.99,2008,1.6,9700
Toyota,3.94,2008,1.6,8650
Toyota,3.85,2008,1.6,7000
Toyota,3.95,2008,1.6,8900
Toyota,3.97,2008,1.6,9400
Toyota,3.86,2008,1.6,7300
Toyota,3.87,2008,1.6,7400
Audi,4.05,2008,1.6,11115
Toyota,3.95,2008,1.6,8900
Renault,3.91,2008,1.6,8200
Toyota,3.93,2008,1.6,8500
Renault,3.96,2008,1.6,9200
Toyota,3.97,2008,1.6,9300
Renault,3.98,2008,1.6,9600
Toyota,4.02,2008,1.6,10500
Renault,3.97,2008,1.6,9400
Renault,3.77,2008,1.6,5950
Renault,3.85,2008,1.6,7000
Toyota,3.7,2007,1.6,4999
Toyota,3.86,2007,1.6,7200
Toyota,3.91,2007,1.6,8100
Toyota,3.93,2007,1.6,8500
Toyota,3.88,2007,1.6,7500
Toyota,3.86,2007,1.6,7200
Toyota,3.9,2007,1.6,8000
Toyota,3.84,2007,1.6,6900
Renault,3.96,2007,1.6,9200
Toyota,3.94,2007,1.6,8700
Renault,3.98,2007,1.6,9600
Toyota,3.81,2007,1.6,6500
Toyota,3.92,2007,1.6,8300
Toyota,3.96,2007,1.6,9100
Toyota,3.81,2007,1.6,6500
Renault,3.83,2007,1.6,6800
Toyota,3.83,2007,1.6,6700
Renault,4,2007,1.6,9900
Toyota,3.85,2007,1.6,7000
Renault,3.86,2007,1.6,7200
Toyota,3.77,2007,1.6,5900
Toyota,3.79,2007,1.6,6150
Toyota,3.86,2007,1.6,7200
Renault,3.95,2007,1.6,8900
Toyota,3.84,2007,1.6,6900
Toyota,3.93,2007,1.6,8450
Toyota,3.88,2007,1.6,7500
Renault,3.91,2007,1.6,8100
Renault,3.8,2007,1.6,6250
Toyota,3.9,2007,1.6,8000
Renault,3.83,2007,1.6,6800
Toyota,3.8,2006,1.6,6300
Toyota,3.81,2006,1.6,6400
Toyota,3.86,2006,1.6,7300
Renault,3.92,2006,1.6,8300
Toyota,3.79,2006,1.6,6200
Renault,3.74,2006,1.6,5500
Renault,3.95,2006,1.6,8900
Toyota,3.83,2006,1.6,6700
Toyota,3.74,2006,1.6,5500
Audi,3.99,2006,1.6,9800
Renault,4,2006,1.6,9999
Renault,3.83,2006,1.6,6800
Toyota,3.76,2006,1.6,5800
Toyota,3.87,2006,1.6,7400
Renault,3.95,2005,1.6,9000
Toyota,3.85,2005,1.6,7000
Renault,3.86,2005,1.6,7300
Toyota,3.77,2005,1.6,5900
Toyota,3.78,2005,1.6,5999
Renault,3.8,2005,1.6,6300
Toyota,3.83,2005,1.6,6700
Toyota,3.73,2005,1.6,5400
Toyota,3.76,2005,1.6,5800
Renault,3.84,2004,1.6,6950
Renault,3.34,2004,1.6,2200
BMW,3.61,2004,1.6,4100
Renault,3.81,2004,1.6,6500
Toyota,3.83,2004,1.6,6800
Toyota,3.76,2004,1.6,5700
Toyota,3.85,2004,1.6,7000
Renault,3.69,2004,1.6,4900
Renault,3.9,2004,1.6,7999
Renault,3.89,2004,1.6,7800
Toyota,3.77,2003,1.6,5900
Renault,3.84,2003,1.6,6900
Toyota,3.68,2003,1.6,4750
Toyota,3.72,2003,1.6,5200
Renault,3.81,2003,1.6,6500
Renault,3.73,2003,1.6,5400
Toyota,3.73,2002,1.6,5400
Audi,3.49,2001,1.6,3100
Renault,3.82,2001,1.6,6550
Toyota,3.68,2001,1.6,4800
Renault,3.4,2001,1.6,2500
Renault,3.46,2000,1.6,2900
BMW,3.41,2000,1.6,2550
Toyota,3.54,2000,1.6,3500
Toyota,3.65,2000,1.6,4500
Renault,3.4,1999,1.6,2500
Renault,3.27,1999,1.6,1850
Audi,3.4,1999,1.6,2500
Toyota,3.27,1997,1.6,1850
Renault,3.63,1997,1.6,4300
Toyota,3.6,1997,1.6,4000
Audi,3.23,1996,1.6,1700
BMW,3.41,1996,1.6,2600
Audi,3.79,1996,1.6,6100
Audi,3.3,1996,1.6,2000
BMW,3.29,1995,1.6,1950
Renault,3.72,1995,1.6,5300
Renault,3.4,1995,1.6,2500
Toyota,3.58,1994,1.6,3800
Renault,3.64,1994,1.6,4400
Toyota,3.46,1994,1.6,2900
Toyota,3.23,1992,1.6,1699
Toyota,3.48,1991,1.6,2999
Renault,3.4,1991,1.6,2500
Renault,3.46,1990,1.6,2900
Renault,3.28,1989,1.6,1900
